nombre;precio;volumen
Esponja de baño infantil Suavipiel bolsa 1 unidad;1,90;(1,90 €/UNIDAD)
Esponja de baño vegetal suave Imaqe de Dia bolsa 1 unidad;1,40;(1,40 €/UNIDAD)
Gel cuidado experto con urea para piel seca Sanex botella 600 ml;3,69;(0,62 €/100 ML.)
Gel de baño nutritivo original Lactovit botella 750 ml;2,95;(0,39 €/100 ML.)
Gel íntimo formula fresca Chilly bote 250 ml;4,75;(1,90 €/100 ML.)
Gel de ducha lavanda y ylang ylan relajante Palmolive NB botella 500 ml;3,49;(0,70 €/100 ML.)
Gel íntimo aloe vera Carefree tubo 200 ml;3,60;(1,80 €/100 ML.)
Pasta de dientes Colgate Triple Action tubo 75 ml;1,99;(2,65 €/100 ML.)
Pasta de dientes Colgate Total Prevención Activa Original tubo 75 ml;2,99;(3,99 €/100 ML.)
Pasta de dientes blanqueadora Colgate Max White tubo 75 ml;2,59;(3,45 €/100 ML.)
Pasta de dientes protección total Imaqe de Dia tubo 75 ml;1,35;(1,80 €/100 ML.)
Enjuague bucal zero alcohol Imaqe de Dia bote 500 ml;1,35;(0,27 €/100 ML.)
Enjuague bucal protección dientes y encías Imaqe de Dia botella 500 ml;1,35;(0,27 €/100 ML.)
Cepillo de dientes suave Imaqe de Dia blister 3 unidades;1,00;(0,33 €/UNIDAD)
Cepillos interdentales extrafinos Imaqe de Dia blister 6 unidades;1,50;(0,25 €/UNIDAD)
Pasta de dientes Colgate Maximum Caries Protection tubo 75 ml;1,99;(2,65 €/100 ML.)
Enjuague bucal blanqueador Imaqe de Dia bote 500 ml;1,50;(0,30 €/100 ML.)
Pasta de dientes blanqueadora bicarbonato Signal tubo 100 ml;1,75;(1,75 €/100 ML.)
Enjuague bucal acción total Imaqe de Dia bote 500 ml;1,50;(0,30 €/100 ML.)
Tabletas limpiadoras para prótesis dental Imaqe de Dia caja 30 unidades;2,45;(0,08 €/UNIDAD)
Pasta de dientes complete con enjuague bucal Oral-B tubo 75 ml;1,99;(2,65 €/100 ML.)
Cepillo de dientes Extra Clean Colgate blister 4 unidades;2,99;(0,75 €/UNIDAD)
Pasta de dientes sensitive Imaqe de Dia tubo 75 ml;1,70;(2,27 €/100 ML.)
Pasta de dientes blanqueante Imaqe de Dia tubo 75 ml;1,55;(2,07 €/100 ML.)
Cepillo de dientes duro Imaqe de Dia blister 3 unidades;1,00;(0,33 €/UNIDAD)
Pasta de dientes frescor diario Parodontax tubo 75 ml;4,79;(6,39 €/100 ML.)
Enjuague bucal antibacterias Colgate Triple Action botella 500 ml;3,79;(0,76 €/100 ML.)
Crema adhesiva para prótesis dental Imaqe de Dia tubo 40 g;2,80;(7,00 €/100 GR.)
Pasta de dientes dos en uno fresa +6 años Licor del Polo bote 75 ml;2,25;(3,00 €/100 ML.)
Cepillo de dientes infantil 3-6 años Planeta Bebé de Dia blister 1 unidad;0,99;(0,99 €/UNIDAD)
Cepillo de dientes x-action medio Imaqe de Dia blister 2 unidades;1,30;(0,65 €/UNIDAD)
Pasta de dientes ultra fresh Imaqe de Dia tubo 75 ml;1,20;(1,60 €/100 ML.)
Arcos dentales sabor menta Imaqe de Dia caja 30 unidades;0,90;(0,03 €/UNIDAD)
Pasta de dientes herbal Imaqe de Dia tubo 75 ml;1,30;(1,73 €/100 ML.)
Pasta de dientes protección Oral-B tubo 85 ml;3,20;(3,76 €/100 ML.)
Enjuague bucal mentol Listerine botella 500 ml;5,99;(1,20 €/100 ML.)
Pasta de dientes original fluorada Kemphor tubo 75 ml;1,99;(2,65 €/100 ML.)
Pasta de dientes eucalipto Colgate Herbal tubo 75 ml;2,10;(2,80 €/100 ML.)
Pasta de dientes dos en uno blanqueador avanzado Licor del Polo bote 75 ml;2,25;(3,00 €/100 ML.)
Enjuague bucal dientes y encías Listerine botella 500 ml;5,99;(1,20 €/100 ML.)
Pasta de dientes sensibilidad y encías Sensodyne tubo 75 ml;4,79;(6,39 €/100 ML.)
Enjuague bucal cuidado total Listerine botella 500 ml;5,99;(1,20 €/100 ML.)
Enjuague bucal infantil frutos rojos Planeta Junior de Dia bote 500 ml;1,40;(0,28 €/100 ML.)
Pasta de dientes carbón activado Colgate Max White tubo 75 ml;3,29;(4,39 €/100 ML.)
Cepillo de dientes suave niños + 6 años Planeta Junior de Dia blister 1 unidad;0,90;(0,90 €/UNIDAD)
Pasta de dientes protección diaria Sensodyne tubo 75 ml;3,95;(5,27 €/100 ML.)
Kit dental express mini Pierrot estuche 1 unidad;3,95;(3,95 €/UNIDAD)
Desodorante roll-on antitranspirante con extracto de rosa mosqueta Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante roll-on dermo extra control duplo Sanex bote 100 ml;3,95;(3,95 €/100 ML.)
Desodorante invisible ice fresh Rexona spray 200 ml;2,70;(1,35 €/100 ML.)
Desodorante roll-on black and white mujer Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante roll-on antitranspirante para pieles sensibles Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante roll-on piel sensible antitranspirante Sanex Dermo Sensitive bote 50 ml;2,19;(4,38 €/100 ML.)
Desodorante hombre Blue River Imaqe de Dia spray 150 ml;1,89;(1,26 €/100 ML.)
Desodorante antitranspirante con extracto de rosa mosqueta Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante invisible on black + white Rexona spray 200 ml;2,70;(1,35 €/100 ML.)
Desodorante roll-on advanced care original Dove bote 50 ml;2,49;(4,98 €/100 ML.)
Desodorante roll-on sensitive Byly bote 50 ml;1,90;(3,80 €/100 ML.)
Desodorante roll-on hombre protección 48 h Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante roll-on dry impact plus Nivea bote 50 ml;2,15;(4,30 €/100 ML.)
Desodorante black and white mujer Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante roll-on 0% alcohol y sales de aluminio Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante dark temptation Axe spray 150 ml;3,15;(2,10 €/100 ML.)
Desodorante roll-on confort Nivea bote 50 ml;2,15;(4,30 €/100 ML.)
Toallitas desodorantes Imaqe de Dia bolsa 12 unidades;1,00;(0,08 €/UNIDAD)
Desodorante roll-on extra control Sanex Zero% bote 50 ml;2,25;(4,50 €/100 ML.)
Desodorante protege & cuida dermo algodón Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante en barra negro Tulipán Negro bote 75 ml;2,39;(3,19 €/100 ML.)
Desodorante black and white hombre Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante roll-on tropical Rexona bote 50 ml;2,15;(4,30 €/100 ML.)
Desodorante extra control Sanex Dermo spray 200 ml;2,99;(1,50 €/100 ML.)
Desodorante roll-on invisible for black & white hombre Nivea bote 50 ml;2,15;(4,30 €/100 ML.)
Desodorante para pieles sensibles Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante 0% alcohol y sales de aluminio Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante go fresh pepino y té verde Dove spray 200 ml;3,99;(2,00 €/100 ML.)
Desodorante spray mujer Rexona spray 200 ml;3,59;(1,80 €/100 ML.)
Desodorante invisible black & white Nivea spray 200 ml;2,95;(1,48 €/100 ML.)
Desodorante antimanchas invisible Sanex Dermo spray 200 ml;3,39;(1,70 €/100 ML.)
Desodorante roll-on black and white hombre Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante motionsense aloe vera Rexona spray 200 ml;3,59;(1,80 €/100 ML.)
Desodorante antitranspirante hombre dry & protect Imaqe de Dia spray 200 ml;1,70;(0,85 €/100 ML.)
Desodorante roll-on invisible for black & white Nivea bote 50 ml;2,15;(4,30 €/100 ML.)
Desodorante dry impact Nivea spray 200 ml;2,95;(1,48 €/100 ML.)
Desodorante roll-on para pieles atópicas Imaqe de Dia bote 50 ml;0,85;(1,70 €/100 ML.)
Desodorante roll-on hombre active control Sanex bote 50 ml;2,19;(4,38 €/100 ML.)
Desodorante roll-on piedra de alumbre antimanchas Sanex Natur Protect bote 50 ml;2,29;(4,58 €/100 ML.)
Desodorante original Tulipán Negro spray 200 ml;2,49;(1,25 €/100 ML.)
Champú familiar botella 1 l;1,19;(0,12 €/100 ML.)
Champú para pelo rizado Método Curly Imaqe de Dia botella 400 ml;3,60;(0,90 €/100 ML.)
Champú pelo teñido keratina profesional Imaqe de Dia botella 750 ml;1,99;(0,27 €/100 ML.)
Champú hidratante intenso profesional Imaqe de Dia botella 750 ml;1,99;(0,27 €/100 ML.)
Recambio champú hidratante intenso profesional Imaqe de Dia bolsa 750 ml;1,79;(0,24 €/100 ML.)
Champú anticaspa dos en uno clásico H&s botella 250 ml;3,49;(1,40 €/100 ML.)
Champú hidra con ácido hialurónico Elvive botella 300 ml;3,55;(1,18 €/100 ML.)
Champú anticaspa prevención de la caída H&s botella 250 ml;3,49;(1,40 €/100 ML.)
Champú purificante con ácido hialurónico Elvive botella 300 ml;3,55;(1,18 €/100 ML.)
Champú protector del color cabello teñido Elvive botella 300 ml;3,55;(1,18 €/100 ML.)
Champú hidra rizos Fructis botella 300 ml;3,99;(1,33 €/100 ML.)
Champú y acondicionador anticaspa 2 en 1 Imaqe de Dia botella 500 ml;2,75;(0,55 €/100 ML.)
Champú con aceite de árbol de té Planeta Junior de Dia bote 250 ml;1,99;(0,80 €/100 ML.)
Champú anticaspa citrus fresh cabello graso H&s botella 250 ml;3,49;(1,40 €/100 ML.)
Champú reconstructor cabello largo Elvive botella 300 ml;3,55;(1,18 €/100 ML.)
Champú reparador coco Fruit Revolution Imaqe de Dia botella 400 ml;2,49;(0,62 €/100 ML.)
Champú repara y protege cabello dañado Pantene botella 325 ml;3,99;(1,23 €/100 ML.)
Champú con keratina fortificante Flex botella 650 ml;3,35;(0,52 €/100 ML.)
Champú repara y protege cabello dañado Pantene pack 2 x 325 ml;7,49;(1,15 €/100 ML.)
Champú aloe vera uso diario Vitarelle botella 400 ml;2,90;(0,73 €/100 ML.)
Champú lemon grass cabello graso Vitarelle botella 400 ml;2,90;(0,73 €/100 ML.)
Champú anticaspa classic H&s botella 250 ml;3,49;(1,40 €/100 ML.)
Champú anticaspa menthol fresh H&s botella 250 ml;3,49;(1,40 €/100 ML.)
Champú rizos Pantene botella 325 ml;3,99;(1,23 €/100 ML.)
Champú anticaspa cítricos Imaqe de Dia botella 500 ml;2,75;(0,55 €/100 ML.)
Champú y acondicionador dos en uno delicado cabello normal Timotei botella 400 ml;3,95;(0,99 €/100 ML.)
Champú hidratación intensa cabello seco Tresemmé botella 685 ml;5,69;(0,83 €/100 ML.)
Champú repara & regenera Schwarzkopf botella 400 ml;2,69;(0,67 €/100 ML.)
Champú en seco blush Batiste bote 200 ml;3,49;(1,75 €/100 ML.)
Champú reparador cabello muy dañado Elvive botella 300 ml;3,55;(1,18 €/100 ML.)
Champú anticaspa mentol Imaqe de Dia botella 500 ml;2,75;(0,55 €/100 ML.)
Champú tesoros de miel Original Remedies botella 250 ml;2,99;(1,20 €/100 ML.)
Champú anticaspa con aloe vera Schwarzkopf bote 400 ml;2,69;(0,67 €/100 ML.)
Champú cuidado clásico Pantene botella 325 ml;3,99;(1,23 €/100 ML.)
Champú fortificante con extracto cebolla Imaqe de Dia botella 380 ml;2,95;(0,78 €/100 ML.)
Champú ultra hidratante Imaqe de Dia botella 380 ml;3,60;(0,95 €/100 ML.)
Champú con keratina para cabello normal Flex botella 650 ml;3,35;(0,52 €/100 ML.)
Champú anticaspa y acondicionador dos en uno H&s botella 625 ml;8,49;(1,36 €/100 ML.)
Champú pelo dañado miel natural Imaqe de Dia botella 250 ml;1,99;(0,80 €/100 ML.)
Champú hair food banana cabello seco Fructis botella 350 ml;5,49;(1,57 €/100 ML.)
Mascarilla para pelo rizado Método Curly Imaqe de Dia frasco 300 ml;3,99;(1,33 €/100 ML.)
Acondicionador capilar Noname botella 750 ml;1,20;(0,16 €/100 ML.)
Mascarilla hidra ácido hialurónico Elvive frasco 310 ml;4,50;(1,45 €/100 ML.)
Mascarilla hidratante de plátano Fruit Revolution Imaqe de Dia frasco 300 ml;2,89;(0,96 €/100 ML.)
Crema suavizante repair 5 cabello dañado Elvive bote 250 ml;3,29;(1,32 €/100 ML.)
Mascarilla reparadora para pelo natural con miel Imaqe de Dia bote 300 ml;2,95;(0,98 €/100 ML.)
Crema capilar nutri rizos sin aclarado Fructis bote 400 ml;5,49;(1,37 €/100 ML.)
Mascarilla hidra rizos cabello rizo u ondulado Fructis frasco 320 ml;5,15;(1,61 €/100 ML.)
Mascarilla cebolla y biotina Anian bote 350 ml;3,30;(0,94 €/100 ML.)
Mascarilla repara y protege cabello dañado Pantene frasco 300 ml;4,75;(1,58 €/100 ML.)
Crema suavizante con keratina cabello seco o dañado Flex botella 650 ml;3,45;(0,53 €/100 ML.)
Mascarilla repara y protege con oliva Imaqe de Dia bote 300 ml;2,95;(0,98 €/100 ML.)
Acondicionador bifásico instantáneo hidratación Anian spray 250 ml;2,50;(1,00 €/100 ML.)
Mascarilla capilar dream long Elvive bote 300 ml;4,50;(1,50 €/100 ML.)
Crema suavizante color vive cabello teñido Elvive bote 250 ml;3,45;(1,38 €/100 ML.)
Aceite extraordinario Elvive bote 100 ml;9,99;(9,99 €/100 ML.)
Mascarilla tesoros de miel Original Remedies frasco 300 ml;4,99;(1,66 €/100 ML.)
Acondicionador capilar hidratación intensa Tresemmé botella 685 ml;5,69;(0,83 €/100 ML.)
Desenredante bifásico con aceite de árbol de té Planeta Junior de Dia spray 250 ml;1,70;(0,68 €/100 ML.)
Acondicionador intensivo repara y protege Pantene tubo 220 ml;4,99;(2,27 €/100 ML.)
Mascarilla reparadora Imaqe de Dia tubo 200 ml;3,50;(1,75 €/100 ML.)
Ampollas rescate 1 min tratamiento intensivo Pantene caja 3 unidades;4,45;(1,48 €/UNIDAD)
Acondicionador adiós frizz miracles Pantene tubo 160 ml;3,99;(2,49 €/100 ML.)
Aceite oliva en crema sin aclarado cabello Original Remedies bote 200 ml;3,85;(1,93 €/100 ML.)
Mascarilla capilar color vive Elvive frasco 310 ml;4,50;(1,45 €/100 ML.)
Sérum reparador tecnología plex Imaqe de Dia botella 150 ml;4,00;(2,67 €/100 ML.)
Mascarilla capilar total repair Elvive frasco 310 ml;4,50;(1,45 €/100 ML.)
Aceite en crema para pelo dañado miel natural Imaqe de Dia bote 200 ml;2,20;(1,10 €/100 ML.)
Polvo texturizante y volumen Got2b frasco 10 g;5,99;(59,90 €/100 GR.)
Mascarilla suave y liso anti encrespamiento Pantene frasco 300 ml;4,75;(1,58 €/100 ML.)
Acondicionador tesoros de miel Original Remedies bote 250 ml;3,59;(1,44 €/100 ML.)
Mascarilla adiós daños repara y fortifica Fructis frasco 320 ml;5,15;(1,61 €/100 ML.)
Mascarilla reconstructora rizos definidos Pantene frasco 300 ml;4,75;(1,58 €/100 ML.)
Mascarilla repara y protege cabello dañado pack Pantene frasco 600 ml;8,49;(1,42 €/100 ML.)
(1,66 €/100 ML.);Mascarilla aceite de argán Ogx frasco 300 ml;8,99 €
(3,00 €/100 ML.);Crema sin aclarado magic flash Revlon spray 200 ml;4,49 €
(2,25 €/100 ML.);Crema sin aclarado instant frizz control Pantene frasco 70 ml;7,99 €
(11,41 €/100 ML.);Mascarilla repara y revitaliza Anian bote 350 ml;3,30 €
(0,94 €/100 ML.);Mascarilla capilar repara y protege Tulipán Negro bote 400 ml;4,90 €
Crema activadora de rizos Método Curly Imaqe de Dia botella 200 ml;2,99;(1,50 €/100 ML.)
Espuma rizos definidos Pantene spray 200 ml;3,79;(1,90 €/100 ML.)
Espuma hidra rizos Fructis spray 300 ml;3,49;(1,16 €/100 ML.)
Espuma fijadora rizos perfectos Imaqe de Dia spray 300 ml;2,30;(0,77 €/100 ML.)
Gomina efecto mojado Imaqe de Dia tubo 200 ml;1,85;(0,93 €/100 ML.)
Protector térmico Nelly spray 200 ml;3,60;(1,80 €/100 ML.)
Laca fijación fuerte Nelly spray 600 ml;3,55;(0,59 €/100 ML.)
Laca fijación ultra fuerte Pantene spray 250 ml;3,99;(1,60 €/100 ML.)
Cera fijadora para pelo efecto brillo Imaqe de Dia bote 100 ml;3,10;(3,10 €/100 ML.)
Cera fijadora para pelo acabado mate Imaqe de Dia bote 100 ml;3,10;(3,10 €/100 ML.)
Laca fijación fuerte Elnett spray 200 ml;4,79;(2,40 €/100 ML.)
Espuma rizo marcado Giorgi line spray 250 ml;2,89;(1,16 €/100 ML.)
(1,60 €/100 ML.);Espuma perfect volume Pantene spray 200 ml;3,79 €
(1,90 €/100 ML.);Gel fijación control total Giorgi line tubo 170 ml;2,89 €
(1,70 €/100 ML.);(0,73/100 ML.);Laca fijación normal cabello seco/normal Fixpray spray 400 ml
3,85 €;(0,96/100 ML.);Laca fijación extrafuerte todo tipo de cabello Fixpray spray 400 ml
3,85 €;(0,96/100 ML.);Laca clásica Nelly spray 600 ml
3,55 €;(0,59/100 ML.);Gel fijador perfect fix 24 hrs extrafuerte Giorgi line tubo 170 ml
2,89 €;(1,70/100 ML.);(2,48 €/100 ML.)
Tinte rubio oscuro nº6 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte castaño claro nº5 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte rubio extra claro nº110 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte ultra negro nº1 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte pelo permanente color negro nº 1.0 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte rubio oscuro nº6.10 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte castaño claro nº5 Palette Intensive caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte retoca raíces tono marrón L'Oréal Magic retouch bote 75 ml;6,25;(8,33 €/100 ML.)
Tinte rubio claro nº8 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte pelo permanente color silver nº 0.12 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte rojo intenso nº5-92 Syoss caja 1 unidad;5,99;(5,99 €/UNIDAD)
Tinte rubio nº7 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte chocolate nº4.15 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte pelo permanente color rubio oscuro rojizo nº 6.6 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte rubio claro ceniza nº8.1 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte pelo permanente color castaño oscuro nº 3.0 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte castaño oscuro nº3.65 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte pelo permanente color rubio medio nº 7.0 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte rubio claro nº8 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte rubio nº7 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte rubio caramelo nº6.35 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte castaño oscuro nº3 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte negro azulado nº1.1 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte castaño caramelo nº5.6 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte rubio dorado caramelo nº7.5 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte castaño nº4 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte retoca raíces tono negro L'Oréal Magic retouch spray 75 ml;6,25;(8,33 €/100 ML.)
Tinte negro nº1 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte violín nº4,99 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte chocolate nº5.35 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte intensive age color 7.1 rubio ceniza Palette caja 1 unidad;5,49;(5,49 €/UNIDAD)
Tinte rojo intenso nº6.60 Color sensation caja 1 unidad;3,99;(3,99 €/UNIDAD)
Tinte castaño chocolate nº 3.65 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte rubio oscuro nº6 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte rubio dorado nº7.3 Nutrisse caja 1 unidad;6,69;(6,69 €/UNIDAD)
Tinte rubio muy claro nº10 Palette caja 1 unidad;4,69;(4,69 €/UNIDAD)
Tinte pelo permanente color rubio claro dorado nº 8.34 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte pelo permanente color rubio oscuro nº 6.0 Imaqe de Dia caja 1 unidad;3,85;(3,85 €/UNIDAD)
Tinte intensive age color 9.0 rubio claro Palette caja 1 unidad;5,49;(5,49 €/UNIDAD)
Tinte intensive age color 10.1 rubio muy claro ceniza Palette caja 1 unidad;5,49;(5,49 €/UNIDAD)
Agua micelar con extracto de pétalos de rosa Imaqe de Dia bote 250 ml;1,99;(0,80 €/100 ML.)
Toallitas desmaquillantes para pieles sensibles con extractos de rosas Imaqe de Dia bolsa 30 unidades;1,29;(0,04 €/UNIDAD)
Gel limpiador facial refrescante aloe vera y hamamelis Imaqe de Dia bote 250 ml;2,60;(1,04 €/100 ML.)
Crema facial natural vitamina C ecocert Imaqe de Dia frasco 50 ml;4,95;(9,90 €/100 ML.)
Sérum facial natural vitamina C ecocert Imaqe de Dia bote 30 ml;5,90;(19,67 €/100 ML.)
Toallitas desmaquillantes micelar con aloe vera Imaqe de Dia bolsa 30 unidades;1,15;(0,04 €/UNIDAD)
Exfoliante facial con ácido salicílico y aloe vera Imaqe de Dia tubo 100 ml;3,50;(3,50 €/100 ML.)
Desmaquillante de ojos waterproof Imaqe de Dia bote 125 ml;1,67;(1,34 €/100 ML.)
Agua micelar todo en uno para todo tipo de piel Garnier bote 400 ml;5,49;(1,37 €/100 ML.)
Crema antiedad de día con ácido hialurónico y péptidos Imaqe de Dia frasco 50 ml;5,99;(11,98 €/100 ML.)
Espuma limpiadora facial aloe vera y agua de hamamelis Imaqe de Dia bote 150 ml;2,89;(1,93 €/100 ML.)
Bálsamo labial reparador natural con ácido hialurónico y manteca de karité ecocert Imaqe de Dia caja 15 ml;2,85;(19,00 €/100 ML.)
Contorno de ojos pro-collagen Imaqe de Dia caja 15 ml;5,00;(33,33 €/100 ML.)
Crema tres en uno purificante exfoliante y matificante Garnier tubo 150 ml;5,99;(3,99 €/100 ML.)
Agua micelar en aceite Garnier bote 400 ml;5,49;(1,37 €/100 ML.)
Toallitas desmaquillantes antiedad con coenzima Imaqe de Dia bolsa 25 unidades;1,19;(0,05 €/UNIDAD)
Tónico facial calmante aloe vera y agua de hamamelis Imaqe de Dia bote 250 ml;1,55;(0,62 €/100 ML.)
Bruma facial natural calmante antipolución & detox Imaqe de Dia spray 100 ml;3,20;(3,20 €/100 ML.)
Limpiador facial sólido exfoliante con hueso de albaricoque Imaqe de Dia caja 50 g;2,99;(5,98 €/100 GR.)
Crema intensiva de día antiarrugas L'Oréal frasco 50 ml;6,95;(13,90 €/100 ML.)
Sérum antimanchas con vitamina c Garnier bote 30 ml;13,95;(46,50 €/100 ML.)
Mascarilla suave antiarrugas Nivea sobre 15 ml;1,99;(13,27 €/100 ML.)
Desmaquillador ojos Garnier bote 125 ml;4,49;(3,59 €/100 ML.)
Leche desmaquillante calmante pétalos de rosa Imaqe de Dia bote 250 ml;1,55;(0,62 €/100 ML.)
Desmaquillante sublime camomila Flor de mayo bote 80 g;6,99;(8,74 €/100 GR.)
Crema facial noche con ácido hialurónico y péptidos Imaqe de Dia frasco 50 ml;5,99;(11,98 €/100 ML.)
Crema de día antiarrugas spf 15 Nivea frasco 50 ml;9,49;(18,98 €/100 ML.)
Crema facial de noche natural antipolución & detox ecocert Imaqe de Dia frasco 50 ml;5,90;(11,80 €/100 ML.)
Mascarilla facial de arcilla con carbón activo Imaqe de Dia tubo 100 ml;3,50;(3,50 €/100 ML.)
Clásica hidratante diario tono medio Garnier tubo 50 ml;9,99;(19,98 €/100 ML.)
Skinsactive mascarilla black tissue efecto detox Garnier sobre 1 unidad;2,99;(2,99 €/UNIDAD)
Gel limpiador facial diario antiespinillas Clean & Clear tubo 150 ml;8,89;(5,93 €/100 ML.)
Agua micelar piel normal Nivea bote 400 ml;4,79;(1,20 €/100 ML.)
Active mascarilla facial hydra bomb Garnier sobre 1 unidad;2,99;(2,99 €/UNIDAD)
Mascarilla facial rosa mosqueta tissue Iroha sobre 1 unidad;2,40;(2,40 €/UNIDAD)
Crema facial de noche antiedad intensiva Nivea Cellular frasco 50 ml;14,99;(29,98 €/100 ML.)
Sérum facial natural antipolución & detox Imaqe de Dia bote 30 ml;5,90;(19,67 €/100 ML.)
Crema hidratante antiarrugas 35+ L'Oréal frasco 50 ml;6,95;(13,90 €/100 ML.)
Crema de día hidratante nutritiva piel seca/sensible Diadermine frasco 50 ml;10,49;(20,98 €/100 ML.)
Crema antiarrugas contorno de ojos Q10 Nivea caja 15 ml;9,99;(66,60 €/100 ML.)
Quitaesmalte con acetona Imaqe de Dia botella 200 ml;1,15;(0,58 €/100 ML.)
Quitaesmalte con acetona pura Imaqe de Dia botella 200 ml;1,70;(0,85 €/100 ML.)
Quitaesmalte extrahidratante Cutex botella 200 ml;3,29;(1,65 €/100 ML.)
Quitaesmalte sin acetona Imaqe de Dia botella 200 ml;1,30;(0,65 €/100 ML.)
Quitaesmalte ultra efectivo Cutex botella 200 ml;3,29;(1,65 €/100 ML.)
Maquinilla de afeitar 2 hojas Imaqe de Dia bolsa 20 unidades;2,65;(0,13 €/UNIDAD)
Gel de afeitar Imaqe de Dia bote 200 ml;1,95;(0,98 €/100 ML.)
Maquinilla de afeitar 3 hojas Imaqe de Dia bolsa 4 unidades;2,55;(0,64 €/UNIDAD)
Maquinilla de afeitar 2 hojas Imaqe de Dia bolsa 10 unidades;2,15;(0,22 €/UNIDAD)
Maquinilla de afeitar desechable Gillette blister 4 unidades;5,79;(1,45 €/UNIDAD)
Espuma de afeitar pieles sensibles La toja spray 300 ml;2,99;(1,00 €/100 ML.)
Gel de afeitar clásico piel sensible Gillette spray 200 ml;3,29;(1,65 €/100 ML.)
Espuma de afeitar Imaqe de Dia bote 250 ml;1,95;(0,78 €/100 ML.)
Maquinilla de afeitar desechable Gillette Blue II bolsa 12 unidades;5,99;(0,50 €/UNIDAD)
Maquinilla desechable Wilkinson blister 6 unidades;5,95;(0,99 €/UNIDAD)
Maquinilla de afeitar Gillette Labs 1 unidad + estuche de viaje;19,99;(19,99 €/UNIDAD)
Espuma de afeitar clásica Gillette spray 200 ml;2,99;(1,50 €/100 ML.)
Maquinilla de afeitar recargable 5 hojas Imaqe de Dia caja 1 unidad;5,70;(5,70 €/UNIDAD)
Recambios maquinilla de afeitar 5 hojas Imaqe de Dia caja 4 unidades;5,55;(1,39 €/UNIDAD)
Maquinilla de afeitar recambio Gillette Proglide Fusion blister 3 unidades;16,99;(5,66 €/UNIDAD)
Recambios hojas de afeitar 2 filos Imaqe de Dia blister 10 unidades;1,79;(0,18 €/UNIDAD)
Bálsamo after shave Imaqe de Dia frasco 100 ml;1,60;(1,60 €/100 ML.)
Maquinilla de afeitar + 2 recambios Gillette Mach3 caja 1 unidad;10,99;(10,99 €/UNIDAD)
Bálsamo after shave Nivea frasco 100 ml;5,95;(5,95 €/100 ML.)
